session_id,frame_index,header_timestamp_ns,return_count
20260730_indoor_ball_3m_front_static_run01,141,1785426614550742016,13
20260730_indoor_ball_3m_front_static_run01,142,1785426614653187328,2
20260730_indoor_ball_3m_front_static_run01,143,1785426614751513856,10
20260730_indoor_ball_3m_front_static_run01,144,1785426614851956736,15
20260730_indoor_ball_5m_front_static_run01,0,1785426874352631808,3
20260730_indoor_ball_5m_front_static_run01,1,1785426874454868736,4
20260730_indoor_ball_5m_front_static_run01,2,1785426874552185600,5
20260730_indoor_ball_5m_front_static_run01,3,1785426874651343104,3
20260730_indoor_ball_5m_front_static_run01,4,1785426874753288704,3
20260730_indoor_ball_5m_front_static_run01,5,1785426874854747648,7
20260730_indoor_ball_5m_front_static_run01,6,1785426874952248576,2
20260730_indoor_ball_5m_front_static_run01,7,1785426875052256512,4
20260730_indoor_ball_5m_front_static_run01,8,1785426875152310272,5
20260730_indoor_ball_5m_front_static_run01,9,1785426875252461824,2
20260730_indoor_ball_5m_front_static_run01,10,1785426875353600000,5
20260730_indoor_ball_5m_front_static_run01,11,1785426875452530432,6
20260730_indoor_ball_5m_front_static_run01,12,1785426875553079808,2
20260730_indoor_ball_5m_front_static_run01,13,1785426875654310144,5
20260730_indoor_ball_5m_front_static_run01,14,1785426875754475264,6
20260730_indoor_ball_5m_front_static_run01,15,1785426875853609472,2
20260730_indoor_ball_5m_front_static_run01,16,1785426875957158912,5
20260730_indoor_ball_5m_front_static_run01,17,1785426876054407936,5
20260730_indoor_ball_5m_front_static_run01,18,1785426876154522368,3
20260730_indoor_ball_5m_front_static_run01,19,1785426876256026368,5
20260730_indoor_ball_5m_front_static_run01,20,1785426876354238464,5
20260730_indoor_ball_5m_front_static_run01,21,1785426876454444544,3
20260730_indoor_ball_5m_front_static_run01,22,1785426876555097344,5
20260730_indoor_ball_5m_front_static_run01,23,1785426876653851392,5
20260730_indoor_ball_5m_front_static_run01,24,1785426876753654016,4
20260730_indoor_ball_5m_front_static_run01,25,1785426876853862144,3
20260730_indoor_ball_5m_front_static_run01,26,1785426876954780672,6
20260730_indoor_ball_5m_front_static_run01,27,1785426877057438208,4
20260730_indoor_ball_5m_front_static_run01,28,1785426877154320384,4
20260730_indoor_ball_5m_front_static_run01,29,1785426877254337536,6
20260730_indoor_ball_5m_front_static_run01,30,1785426877355567872,4
20260730_indoor_ball_5m_front_static_run01,31,1785426877456068352,4
20260730_indoor_ball_5m_front_static_run01,32,1785426877555827456,5
20260730_indoor_ball_5m_front_static_run01,33,1785426877656628992,4
20260730_indoor_ball_5m_front_static_run01,34,1785426877756665088,3
20260730_indoor_ball_5m_front_static_run01,35,1785426877856935424,5
20260730_indoor_ball_5m_front_static_run01,36,1785426877959034880,4
20260730_indoor_ball_5m_front_static_run01,37,1785426878059902464,2
20260730_indoor_ball_5m_front_static_run01,38,1785426878159753728,7
20260730_indoor_ball_5m_front_static_run01,39,1785426878259374592,3
20260730_indoor_ball_5m_front_static_run01,40,1785426878358325760,2
20260730_indoor_ball_5m_front_static_run01,41,1785426878460809984,4
20260730_indoor_ball_5m_front_static_run01,42,1785426878558048512,5
20260730_indoor_ball_5m_front_static_run01,43,1785426878658106880,4
20260730_indoor_ball_5m_front_static_run01,44,1785426878758640640,2
20260730_indoor_ball_5m_front_static_run01,45,1785426878859236608,6
20260730_indoor_ball_5m_front_static_run01,46,1785426878961647872,4
20260730_indoor_ball_5m_front_static_run01,47,1785426879061661952,2
20260730_indoor_ball_5m_front_static_run01,48,1785426879159989504,5
20260730_indoor_ball_5m_front_static_run01,49,1785426879260440832,4
20260730_indoor_ball_5m_front_static_run01,50,1785426879361423616,2
20260730_indoor_ball_5m_front_static_run01,51,1785426879459917056,6
20260730_indoor_ball_5m_front_static_run01,52,1785426879561303808,5
20260730_indoor_ball_5m_front_static_run01,53,1785426879662131456,1
20260730_indoor_ball_5m_front_static_run01,54,1785426879760931840,5
20260730_indoor_ball_5m_front_static_run01,55,1785426879863577856,4
20260730_indoor_ball_5m_front_static_run01,56,1785426879963623680,0
20260730_indoor_ball_5m_front_static_run01,57,1785426880062668544,7
20260730_indoor_ball_5m_front_static_run01,58,1785426880163522048,5
20260730_indoor_ball_5m_front_static_run01,59,1785426880262078720,1
20260730_indoor_ball_5m_front_static_run01,60,1785426880362740480,6
20260730_indoor_ball_5m_front_static_run01,61,1785426880462553600,5
20260730_indoor_ball_5m_front_static_run01,62,1785426880561683200,0
20260730_indoor_ball_5m_front_static_run01,63,1785426880661693440,5
20260730_indoor_ball_5m_front_static_run01,64,1785426880762502400,5
20260730_indoor_ball_5m_front_static_run01,65,1785426880861900544,1
20260730_indoor_ball_5m_front_static_run01,66,1785426880962416128,7
20260730_indoor_ball_5m_front_static_run01,67,1785426881062858752,6
20260730_indoor_ball_5m_front_static_run01,68,1785426881162800384,0
20260730_indoor_ball_5m_front_static_run01,69,1785426881262662912,7
20260730_indoor_ball_5m_front_static_run01,70,1785426881362317056,5
20260730_indoor_ball_5m_front_static_run01,71,1785426881463157504,0
20260730_indoor_ball_5m_front_static_run01,72,1785426881563810560,6
20260730_indoor_ball_5m_front_static_run01,73,1785426881663277312,5
20260730_indoor_ball_5m_front_static_run01,74,1785426881764333568,0
20260730_indoor_ball_5m_front_static_run01,75,1785426881863202048,3
20260730_indoor_ball_5m_front_static_run01,76,1785426881962906880,6
20260730_indoor_ball_5m_front_static_run01,77,1785426882065152000,2
20260730_indoor_ball_5m_front_static_run01,78,1785426882163424000,4
20260730_indoor_ball_5m_front_static_run01,79,1785426882264815872,5
20260730_indoor_ball_5m_front_static_run01,80,1785426882364528640,2
20260730_indoor_ball_5m_front_static_run01,81,1785426882466761984,3
20260730_indoor_ball_5m_front_static_run01,82,1785426882564970240,6
20260730_indoor_ball_5m_front_static_run01,83,1785426882665395712,2
20260730_indoor_ball_5m_front_static_run01,84,1785426882766289408,4
20260730_indoor_ball_5m_front_static_run01,85,1785426882866693632,5
20260730_indoor_ball_5m_front_static_run01,86,1785426882968127232,2
20260730_indoor_ball_5m_front_static_run01,87,1785426883066483456,4
20260730_indoor_ball_5m_front_static_run01,88,1785426883166731008,6
20260730_indoor_ball_5m_front_static_run01,89,1785426883267174144,4
20260730_indoor_ball_5m_front_static_run01,90,1785426883367194112,5
20260730_indoor_ball_5m_front_static_run01,91,1785426883466690048,6
20260730_indoor_ball_5m_front_static_run01,92,1785426883566323200,3
20260730_indoor_ball_5m_front_static_run01,93,1785426883669299200,5
20260730_indoor_ball_5m_front_static_run01,94,1785426883767568128,5
20260730_indoor_ball_5m_front_static_run01,95,1785426883868735488,3
